Rank,Id,Pokemon,Type1,Type2,Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Generation,Legendary,Usage%,Raw,Raw%,Real,Real%,Date
26  , 146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True            ,  5.72236% , 5063   ,  5.354% , 4085   ,  5.309% , 2020/04
27  , 291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False            ,  5.20072% , 6150   ,  6.504% , 5704   ,  7.413% , 2020/04
28  , 6,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False          ,  4.40291% , 4936   ,  5.220% , 3889   ,  5.054% , 2020/04
29  , 378,Regice,Ice,,580,80,50,100,100,200,50,3,True             ,  4.06127% , 3919   ,  4.144% , 3199   ,  4.157% , 2020/04
30  , 65,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False           ,  4.04024% , 4913   ,  5.196% , 3480   ,  4.523% , 2020/04
31  , 257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False           ,  3.75559% , 4399   ,  4.652% , 3554   ,  4.619% , 2020/04
32  , 233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False           ,  3.61239% , 3143   ,  3.324% , 2444   ,  3.176% , 2020/04
33  , 3,Venusaur,Grass,Poison,525,80,82,83,100,100,80,1,False           ,  3.60737% , 3734   ,  3.949% , 3209   ,  4.170% , 2020/04
34  , 230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,2,False            ,  3.45375% , 3468   ,  3.667% , 2739   ,  3.560% , 2020/04
35  , 229,Houndoom,Dark,Fire,500,75,90,50,110,80,95,2,False           ,  3.35199% , 3352   ,  3.545% , 2556   ,  3.322% , 2020/04
36  , 254,Sceptile,Grass,,530,70,85,65,105,85,120,3,False           ,  2.99794% , 4058   ,  4.291% , 3267   ,  4.246% , 2020/04
37  , 134,Vaporeon,Water,,525,130,65,60,110,95,65,1,False           ,  2.99534% , 2953   ,  3.123% , 2450   ,  3.184% , 2020/04
38  , 272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,False           ,  2.98475% , 2998   ,  3.170% , 2431   ,  3.159% , 2020/04
39  , 308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,False           ,  2.94045% , 2588   ,  2.737% , 1997   ,  2.595% , 2020/04
40  , 197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False            ,  2.83866% , 3312   ,  3.502% , 2755   ,  3.580% , 2020/04
1   , 248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False          , 50.10040% , 33863  , 43.832% , 27793  , 44.328% , 2020/03
2   , 376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False          , 40.39498% , 28837  , 37.327% , 23968  , 38.227% , 2020/03
3   , 260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False           , 40.31689% , 28832  , 37.320% , 23607  , 37.651% , 2020/03
4   , 373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False          , 29.51168% , 22792  , 29.502% , 18888  , 30.125% , 2020/03
5   , 143,Snorlax,Normal,,540,160,110,65,65,110,30,1,False            , 28.94953% , 20797  , 26.920% , 16817  , 26.822% , 2020/03
6   , 94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False             , 28.94865% , 22330  , 28.904% , 17942  , 28.616% , 2020/03
7   , 145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True             , 26.06519% , 17408  , 22.533% , 15867  , 25.307% , 2020/03
8   , 227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False           , 25.81161% , 18582  , 24.053% , 17018  , 27.142% , 2020/03
9   , 82,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False           , 23.87895% , 16049  , 20.774% , 11762  , 18.759% , 2020/03
10  , 242,Blissey,Normal,,540,255,10,10,75,135,55,2,False            , 22.62217% , 17191  , 22.252% , 14184  , 22.622% , 2020/03
11  , 251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False             , 20.74197% , 14974  , 19.382% , 12388  , 19.758% , 2020/03
12  , 51,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False            , 18.60803% , 13167  , 17.043% , 9510   , 15.168% , 2020/03
13  , 245,Suicune,Water,,580,100,75,115,90,115,85,2,True            , 17.17523% , 11571  , 14.977% , 9572   , 15.267% , 2020/03
14  , 142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False         , 13.76828% , 10815  , 13.999% , 8266   , 13.184% , 2020/03
15  , 385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True            , 13.61634% , 8771   , 11.353% , 7022   , 11.200% , 2020/03
16  , 214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False          , 12.22580% , 9146   , 11.839% , 7138   , 11.385% , 2020/03
17  , 135,Jolteon,Electric,,525,65,65,60,110,95,130,1,False            , 11.80525% , 9017   , 11.672% , 7687   , 12.260% , 2020/03
18  , 344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False            , 10.78620% , 7683   ,  9.945% , 6098   ,  9.726% , 2020/03
19  , 121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False            , 10.60443% , 7993   , 10.346% , 6189   ,  9.871% , 2020/03
20  , 130,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False           ,  8.92232% , 6795   ,  8.795% , 5662   ,  9.030% , 2020/03
21  , 205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False         ,  8.05320% , 6043   ,  7.822% , 5432   ,  8.664% , 2020/03
22  , 286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False            ,  7.86887% , 6338   ,  8.204% , 5118   ,  8.163% , 2020/03
23  , 91,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False           ,  7.28199% , 5476   ,  7.088% , 4578   ,  7.302% , 2020/03
24  , 330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False             ,  7.09767% , 5716   ,  7.399% , 4538   ,  7.238% , 2020/03
25  , 350,Milotic,Water,,540,95,60,79,100,125,81,3,False            ,  6.43513% , 5444   ,  7.047% , 4398   ,  7.014% , 2020/03
26  , 146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True            ,  6.08479% , 4498   ,  5.822% , 3609   ,  5.756% , 2020/03
27  , 6,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False          ,  5.96925% , 5267   ,  6.818% , 4074   ,  6.498% , 2020/03
28  , 233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False           ,  4.67031% , 3106   ,  4.020% , 2385   ,  3.804% , 2020/03
29  , 3,Venusaur,Grass,Poison,525,80,82,83,100,100,80,1,False           ,  4.13325% , 3785   ,  4.899% , 3244   ,  5.174% , 2020/03
30  , 378,Regice,Ice,,580,80,50,100,100,200,50,3,True             ,  3.71894% , 2878   ,  3.725% , 2400   ,  3.828% , 2020/03
31  , 257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False           ,  3.34110% , 3630   ,  4.699% , 2901   ,  4.627% , 2020/03
32  , 243,Raikou,Electric,,580,90,85,75,115,100,115,2,True             ,  3.15923% , 2095   ,  2.712% , 1648   ,  2.628% , 2020/03
33  , 134,Vaporeon,Water,,525,130,65,60,110,95,65,1,False           ,  3.04222% , 2720   ,  3.521% , 2205   ,  3.517% , 2020/03
34  , 197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False            ,  3.00094% , 2610   ,  3.378% , 2152   ,  3.432% , 2020/03
35  , 65,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False           ,  2.76347% , 3181   ,  4.117% , 2408   ,  3.841% , 2020/03
36  , 105,Marowak,Ground,,425,60,80,110,50,80,45,1,False            ,  2.69565% , 2222   ,  2.876% , 1624   ,  2.590% , 2020/03
37  , 68,Machamp,Fighting,,505,90,130,80,65,85,55,1,False            ,  2.51536% , 2154   ,  2.788% , 1727   ,  2.754% , 2020/03
38  , 254,Sceptile,Grass,,530,70,85,65,105,85,120,3,False           ,  2.49202% , 3092   ,  4.002% , 2500   ,  3.987% , 2020/03
39  , 291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False            ,  2.46289% , 2729   ,  3.532% , 2583   ,  4.120% , 2020/03
40  , 272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,False           ,  2.16036% , 1849   ,  2.393% , 1489   ,  2.375% , 2020/03
1   , 248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False          , 48.40870% , 22041  , 41.639% , 18205  , 42.119% , 2020/02
2   , 260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False           , 36.53835% , 17637  , 33.319% , 14660  , 33.917% , 2020/02
3   , 376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False          , 36.24426% , 17714  , 33.464% , 14711  , 34.035% , 2020/02
4   , 94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False             , 31.47027% , 16576  , 31.314% , 13470  , 31.164% , 2020/02
5   , 143,Snorlax,Normal,,540,160,110,65,65,110,30,1,False            , 29.24802% , 14064  , 26.569% , 11463  , 26.521% , 2020/02
6   , 227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False           , 28.11201% , 13693  , 25.868% , 12423  , 28.742% , 2020/02
7   , 145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True             , 28.02414% , 12402  , 23.429% , 11191  , 25.892% , 2020/02
8   , 373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False          , 26.27589% , 13816  , 26.100% , 11289  , 26.118% , 2020/02
9   , 82,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False           , 23.41318% , 10624  , 20.070% , 8016   , 18.546% , 2020/02
10  , 251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False             , 21.89160% , 10473  , 19.785% , 8647   , 20.006% , 2020/02
11  , 242,Blissey,Normal,,540,255,10,10,75,135,55,2,False            , 21.79297% , 11009  , 20.798% , 9246   , 21.392% , 2020/02
12  , 51,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False            , 19.02013% , 9471   , 17.892% , 6958   , 16.098% , 2020/02
13  , 245,Suicune,Water,,580,100,75,115,90,115,85,2,True            , 18.16162% , 8460   , 15.982% , 6958   , 16.098% , 2020/02
14  , 142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False         , 12.89713% , 6626   , 12.517% , 5048   , 11.679% , 2020/02
15  , 214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False          , 12.20445% , 6426   , 12.140% , 5017   , 11.607% , 2020/02
16  , 121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False            , 11.42612% , 5711   , 10.789% , 4500   , 10.411% , 2020/02
17  , 344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False            , 11.27606% , 5471   , 10.336% , 4463   , 10.326% , 2020/02
18  , 135,Jolteon,Electric,,525,65,65,60,110,95,130,1,False            , 10.94911% , 5864   , 11.078% , 5028   , 11.633% , 2020/02
19  , 385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True            , 10.74621% , 5268   ,  9.952% , 4227   ,  9.780% , 2020/02
20  , 130,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False           ,  9.16995% , 4536   ,  8.569% , 3741   ,  8.655% , 2020/02
21  , 205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False         ,  9.10106% , 4534   ,  8.565% , 4075   ,  9.428% , 2020/02
22  , 330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False             ,  7.84434% , 4307   ,  8.137% , 3497   ,  8.091% , 2020/02
23  , 286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False            ,  7.71959% , 4267   ,  8.061% , 3417   ,  7.906% , 2020/02
24  , 350,Milotic,Water,,540,95,60,79,100,125,81,3,False            ,  7.38516% , 4307   ,  8.137% , 3469   ,  8.026% , 2020/02
25  , 91,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False           ,  6.23395% , 3121   ,  5.896% , 2717   ,  6.286% , 2020/02
26  , 146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True            ,  5.04555% , 2652   ,  5.010% , 2083   ,  4.819% , 2020/02
27  , 6,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False          ,  5.00820% , 3051   ,  5.764% , 2454   ,  5.678% , 2020/02
28  , 65,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False           ,  4.59240% , 3227   ,  6.096% , 2441   ,  5.647% , 2020/02
29  , 308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,False           ,  4.36923% , 2176   ,  4.111% , 1858   ,  4.299% , 2020/02
30  , 197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False            ,  4.15797% , 2459   ,  4.645% , 2140   ,  4.951% , 2020/02
31  , 378,Regice,Ice,,580,80,50,100,100,200,50,3,True             ,  4.12390% , 2249   ,  4.249% , 1876   ,  4.340% , 2020/02
32  , 105,Marowak,Ground,,425,60,80,110,50,80,45,1,False            ,  4.00742% , 1991   ,  3.761% , 1481   ,  3.426% , 2020/02
33  , 230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,2,False            ,  3.47248% , 1724   ,  3.257% , 1382   ,  3.197% , 2020/02
34  , 233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False           ,  3.30577% , 1683   ,  3.179% , 1338   ,  3.096% , 2020/02
35  , 291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False            ,  3.19474% , 2572   ,  4.859% , 2387   ,  5.523% , 2020/02
36  , 272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,False           ,  3.10415% , 1737   ,  3.281% , 1422   ,  3.290% , 2020/02
37  , 297,Hariyama,Fighting,,474,144,120,60,40,60,50,3,False           ,  3.01059% , 1427   ,  2.696% , 1276   ,  2.952% , 2020/02
38  , 3,Venusaur,Grass,Poison,525,80,82,83,100,100,80,1,False           ,  2.93868% , 1982   ,  3.744% , 1686   ,  3.901% , 2020/02
39  , 254,Sceptile,Grass,,530,70,85,65,105,85,120,3,False           ,  2.88472% , 2262   ,  4.273% , 1836   ,  4.248% , 2020/02
40  , 257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False           ,  2.80629% , 2296   ,  4.337% , 1774   ,  4.104% , 2020/02
1   , 248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False          , 45.97386% , 17534  , 37.905% , 14645  , 39.058% , 2020/01
2   , 376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False          , 37.91013% , 15506  , 33.521% , 12970  , 34.591% , 2020/01
3   , 260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False           , 37.46599% , 14773  , 31.936% , 12269  , 32.722% , 2020/01
4   , 143,Snorlax,Normal,,540,160,110,65,65,110,30,1,False            , 29.92135% , 12495  , 27.012% , 10161  , 27.099% , 2020/01
5   , 94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False             , 28.88447% , 13534  , 29.258% , 11081  , 29.553% , 2020/01
6   , 227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False           , 28.01148% , 11455  , 24.763% , 10524  , 28.068% , 2020/01
7   , 373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False          , 27.38722% , 12009  , 25.961% , 9769   , 26.054% , 2020/01
8   , 145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True             , 26.03534% , 9607   , 20.768% , 8699   , 23.200% , 2020/01
9   , 242,Blissey,Normal,,540,255,10,10,75,135,55,2,False            , 23.44781% , 10228  , 22.111% , 8448   , 22.531% , 2020/01
10  , 82,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False           , 21.39516% , 8391   , 18.140% , 6228   , 16.610% , 2020/01
11  , 251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False             , 20.79069% , 9147   , 19.774% , 7521   , 20.059% , 2020/01
12  , 51,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False            , 19.45456% , 8278   , 17.895% , 5973   , 15.930% , 2020/01
13  , 245,Suicune,Water,,580,100,75,115,90,115,85,2,True            , 17.63304% , 6924   , 14.968% , 5554   , 14.813% , 2020/01
14  , 142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False         , 13.65556% , 6123   , 13.237% , 4669   , 12.452% , 2020/01
15  , 214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False          , 12.03123% , 5615   , 12.138% , 4449   , 11.866% , 2020/01
16  , 121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False            , 11.29208% , 5220   , 11.285% , 3937   , 10.500% , 2020/01
17  , 130,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False           , 11.08170% , 4966   , 10.735% , 4082   , 10.887% , 2020/01
18  , 135,Jolteon,Electric,,525,65,65,60,110,95,130,1,False            , 11.00323% , 5362   , 11.592% , 4350   , 11.601% , 2020/01
19  , 344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False            , 10.75176% , 4587   ,  9.916% , 3648   ,  9.729% , 2020/01
20  , 385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True            ,  9.72307% , 4270   ,  9.231% , 3424   ,  9.132% , 2020/01
21  , 205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False         ,  9.63184% , 4224   ,  9.131% , 3727   ,  9.940% , 2020/01
22  , 330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False             ,  7.56441% , 3838   ,  8.297% , 3066   ,  8.177% , 2020/01
23  , 350,Milotic,Water,,540,95,60,79,100,125,81,3,False            ,  6.80372% , 3404   ,  7.359% , 2721   ,  7.257% , 2020/01
24  , 146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True            ,  5.55095% , 2445   ,  5.286% , 1913   ,  5.102% , 2020/01
25  , 91,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False           ,  5.46929% , 2800   ,  6.053% , 2443   ,  6.516% , 2020/01
26  , 286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False            ,  5.21756% , 2478   ,  5.357% , 1909   ,  5.091% , 2020/01
27  , 197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False            ,  4.27431% , 2115   ,  4.572% , 1828   ,  4.875% , 2020/01
28  , 378,Regice,Ice,,580,80,50,100,100,200,50,3,True             ,  3.86383% , 2139   ,  4.624% , 1662   ,  4.433% , 2020/01
29  , 289,Slaking,Normal,,670,150,160,100,95,65,100,3,False            ,  3.76135% , 1891   ,  4.088% , 1584   ,  4.225% , 2020/01
30  , 65,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False           ,  3.65546% , 2498   ,  5.400% , 1827   ,  4.873% , 2020/01
31  , 297,Hariyama,Fighting,,474,144,120,60,40,60,50,3,False           ,  3.50604% , 1328   ,  2.871% , 1161   ,  3.096% , 2020/01
32  , 243,Raikou,Electric,,580,90,85,75,115,100,115,2,True             ,  3.42027% , 1365   ,  2.951% , 1042   ,  2.779% , 2020/01
33  , 6,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False          ,  3.27351% , 2131   ,  4.607% , 1597   ,  4.259% , 2020/01
34  , 257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False           ,  3.27133% , 2450   ,  5.296% , 1899   ,  5.065% , 2020/01
35  , 308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,False           ,  3.26319% , 1394   ,  3.014% , 1191   ,  3.176% , 2020/01
36  , 3,Venusaur,Grass,Poison,525,80,82,83,100,100,80,1,False           ,  3.25753% , 1966   ,  4.250% , 1637   ,  4.366% , 2020/01
37  , 291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False            ,  3.24942% , 2093   ,  4.525% , 1922   ,  5.126% , 2020/01
38  , 230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,2,False            ,  3.23136% , 1362   ,  2.944% , 1098   ,  2.928% , 2020/01
39  , 233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False           ,  3.21599% , 1452   ,  3.139% , 1140   ,  3.040% , 2020/01
40  , 272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,False           ,  3.06143% , 1741   ,  3.764% , 1432   ,  3.819% , 2020/01
1   , 248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False          , 42.47837% , 16474  , 36.758% , 13697  , 37.776% , 2019/12
2   , 260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False           , 35.46745% , 14493  , 32.337% , 11887  , 32.784% , 2019/12
3   , 376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False          , 32.76000% , 13518  , 30.162% , 11180  , 30.834% , 2019/12
4   , 94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False             , 30.69555% , 13596  , 30.336% , 11002  , 30.343% , 2019/12
5   , 143,Snorlax,Normal,,540,160,110,65,65,110,30,1,False            , 30.60585% , 13002  , 29.011% , 10656  , 29.389% , 2019/12
6   , 373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False          , 27.54818% , 12110  , 27.020% , 9796   , 27.017% , 2019/12
7   , 227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False           , 24.18832% , 9691   , 21.623% , 8848   , 24.402% , 2019/12
8   , 251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False             , 22.51910% , 9152   , 20.420% , 7428   , 20.486% , 2019/12
9   , 242,Blissey,Normal,,540,255,10,10,75,135,55,2,False            , 22.13276% , 9231   , 20.597% , 7444   , 20.530% , 2019/12
10  , 145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True             , 21.75806% , 8064   , 17.993% , 7269   , 20.048% , 2019/12
11  , 82,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False           , 21.71665% , 8832   , 19.706% , 6331   , 17.461% , 2019/12
12  , 51,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False            , 19.37600% , 8166   , 18.220% , 5922   , 16.333% , 2019/12
13  , 245,Suicune,Water,,580,100,75,115,90,115,85,2,True            , 16.28977% , 6193   , 13.818% , 5157   , 14.223% , 2019/12
14  , 142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False         , 14.28080% , 5959   , 13.296% , 4635   , 12.783% , 2019/12
15  , 121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False            , 12.52016% , 5402   , 12.053% , 4115   , 11.349% , 2019/12
16  , 214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False          , 11.72674% , 5342   , 11.919% , 4181   , 11.531% , 2019/12
17  , 205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False         , 11.21454% , 4377   ,  9.766% , 3909   , 10.781% , 2019/12
18  , 130,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False           , 10.77629% , 5113   , 11.408% , 4263   , 11.757% , 2019/12
19  , 135,Jolteon,Electric,,525,65,65,60,110,95,130,1,False            , 10.73458% , 5358   , 11.955% , 4466   , 12.317% , 2019/12
20  , 385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True            ,  9.46459% , 3779   ,  8.432% , 2987   ,  8.238% , 2019/12
21  , 344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False            ,  8.97968% , 3658   ,  8.162% , 2904   ,  8.009% , 2019/12
22  , 330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False             ,  8.75279% , 4207   ,  9.387% , 3368   ,  9.289% , 2019/12
23  , 350,Milotic,Water,,540,95,60,79,100,125,81,3,False            ,  7.35142% , 3389   ,  7.562% , 2728   ,  7.524% , 2019/12
24  , 65,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False           ,  6.73416% , 3321   ,  7.410% , 2609   ,  7.195% , 2019/12
25  , 91,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False           ,  6.49185% , 2974   ,  6.636% , 2634   ,  7.264% , 2019/12
26  , 146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True            ,  6.02439% , 2391   ,  5.335% , 1926   ,  5.312% , 2019/12
27  , 197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False            ,  5.31762% , 2374   ,  5.297% , 2064   ,  5.692% , 2019/12
28  , 286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False            ,  5.27103% , 2550   ,  5.690% , 2019   ,  5.568% , 2019/12
29  , 378,Regice,Ice,,580,80,50,100,100,200,50,3,True             ,  4.04742% , 2027   ,  4.523% , 1565   ,  4.316% , 2019/12
30  , 6,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False          ,  4.00888% , 2621   ,  5.848% , 2025   ,  5.585% , 2019/12
31  , 272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,False           ,  4.00070% , 1844   ,  4.114% , 1496   ,  4.126% , 2019/12
32  , 134,Vaporeon,Water,,525,130,65,60,110,95,65,1,False           ,  3.96396% , 1842   ,  4.110% , 1577   ,  4.349% , 2019/12
33  , 3,Venusaur,Grass,Poison,525,80,82,83,100,100,80,1,False           ,  3.89651% , 2266   ,  5.056% , 1878   ,  5.179% , 2019/12
34  , 356,Dusclops,Ghost,,455,40,70,130,60,130,25,3,False           ,  3.83342% , 1951   ,  4.353% , 1606   ,  4.429% , 2019/12
35  , 257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False           ,  3.82848% , 2486   ,  5.547% , 1920   ,  5.295% , 2019/12
36  , 291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False            ,  3.69166% , 2103   ,  4.692% , 1956   ,  5.395% , 2019/12
37  , 229,Houndoom,Dark,Fire,500,75,90,50,110,80,95,2,False           ,  3.54128% , 1703   ,  3.800% , 1298   ,  3.580% , 2019/12
38  , 230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,2,False            ,  3.50196% , 1539   ,  3.434% , 1227   ,  3.384% , 2019/12
39  , 233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False           ,  3.33599% , 1423   ,  3.175% , 1119   ,  3.086% , 2019/12
40  , 59,Arcanine,Fire,,555,90,110,80,100,80,95,1,False           ,  3.31032% , 2103   ,  4.692% , 1713   ,  4.724% , 2019/12
1   , 248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False          , 40.93804% , 13030  , 36.036% , 10747  , 36.639% , 2019/11
2   , 260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False           , 35.74819% , 11766  , 32.541% , 9698   , 33.062% , 2019/11
3   , 376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False          , 35.44814% , 12083  , 33.417% , 10053  , 34.273% , 2019/11
4   , 94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False             , 31.32146% , 11117  , 30.746% , 9147   , 31.184% , 2019/11
5   , 373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False          , 27.66461% , 9683   , 26.780% , 7871   , 26.834% , 2019/11
6   , 143,Snorlax,Normal,,540,160,110,65,65,110,30,1,False            , 27.35073% , 9287   , 25.684% , 7425   , 25.313% , 2019/11
7   , 242,Blissey,Normal,,540,255,10,10,75,135,55,2,False            , 25.48878% , 8703   , 24.069% , 7066   , 24.089% , 2019/11
8   , 227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False           , 24.78249% , 8543   , 23.627% , 7815   , 26.643% , 2019/11
9   , 251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False             , 21.83311% , 7277   , 20.126% , 6109   , 20.827% , 2019/11
10  , 145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True             , 21.60686% , 6871   , 19.003% , 6112   , 20.837% , 2019/11
11  , 82,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False           , 21.52324% , 6913   , 19.119% , 5047   , 17.206% , 2019/11
